user_id,assigned_group,personality_type,travel_frequency
901,A,efficiency-oriented,daily
902,A,comfort-oriented,daily
903,A,efficiency-oriented,weekly
904,B,efficiency-oriented,weekly
905,A,neutral,daily
906,B,efficiency-oriented,daily
907,B,efficiency-oriented,daily
908,A,comfort-oriented,weekly
909,A,comfort-oriented,daily
910,A,efficiency-oriented,weekly
911,B,comfort-oriented,weekly
912,A,efficiency-oriented,weekly
913,B,neutral,daily
914,A,efficiency-oriented,daily
915,B,efficiency-oriented,daily
916,A,efficiency-oriented,weekly
917,A,comfort-oriented,daily
918,B,neutral,daily
919,B,efficiency-oriented,weekly
920,A,neutral,weekly
921,B,neutral,daily
922,A,comfort-oriented,rarely
923,B,comfort-oriented,daily
924,B,efficiency-oriented,daily
925,A,efficiency-oriented,weekly
926,A,efficiency-oriented,weekly
927,A,comfort-oriented,daily
928,B,comfort-oriented,weekly
929,B,neutral,daily
930,A,efficiency-oriented,daily
931,A,efficiency-oriented,rarely
932,B,efficiency-oriented,weekly
933,B,neutral,daily
934,B,neutral,daily
935,A,efficiency-oriented,daily
936,A,comfort-oriented,rarely
937,A,efficiency-oriented,daily
938,B,efficiency-oriented,daily
939,A,comfort-oriented,daily
940,B,efficiency-oriented,daily
941,A,efficiency-oriented,daily
942,B,efficiency-oriented,rarely
943,B,efficiency-oriented,weekly
944,B,comfort-oriented,daily
945,A,efficiency-oriented,weekly
946,A,comfort-oriented,weekly
947,A,neutral,daily
948,B,efficiency-oriented,daily
949,B,comfort-oriented,weekly
950,B,comfort-oriented,daily
951,B,comfort-oriented,daily
952,B,efficiency-oriented,daily
953,A,efficiency-oriented,daily
954,B,efficiency-oriented,daily
955,A,efficiency-oriented,daily
956,A,comfort-oriented,daily
957,B,efficiency-oriented,daily
958,A,efficiency-oriented,weekly
959,A,comfort-oriented,daily
960,B,comfort-oriented,weekly
961,A,comfort-oriented,rarely
962,B,efficiency-oriented,weekly
963,A,efficiency-oriented,daily
964,A,efficiency-oriented,weekly
965,A,efficiency-oriented,daily
966,A,efficiency-oriented,daily
967,B,comfort-oriented,daily
968,A,efficiency-oriented,weekly
969,B,neutral,daily
970,A,comfort-oriented,weekly
971,B,efficiency-oriented,weekly
972,B,efficiency-oriented,rarely
973,B,efficiency-oriented,weekly
974,A,efficiency-oriented,weekly
975,A,efficiency-oriented,weekly
976,A,neutral,weekly
977,B,comfort-oriented,weekly
978,A,efficiency-oriented,daily
979,A,comfort-oriented,daily
980,B,neutral,daily
981,A,comfort-oriented,daily
982,B,efficiency-oriented,daily
983,A,efficiency-oriented,daily
984,A,efficiency-oriented,daily
985,B,efficiency-oriented,daily
986,A,comfort-oriented,weekly
987,B,efficiency-oriented,rarely
988,A,efficiency-oriented,daily
989,A,efficiency-oriented,daily
990,B,comfort-oriented,rarely
991,B,efficiency-oriented,weekly
992,B,neutral,daily
993,A,comfort-oriented,rarely
994,B,comfort-oriented,daily
995,A,efficiency-oriented,daily
996,A,efficiency-oriented,daily
997,B,comfort-oriented,daily
998,A,efficiency-oriented,daily
999,B,comfort-oriented,daily
1000,A,comfort-oriented,daily
1001,A,efficiency-oriented,weekly
1002,B,comfort-oriented,weekly
1003,B,comfort-oriented,weekly
1004,B,comfort-oriented,daily
1005,B,efficiency-oriented,daily
1006,B,efficiency-oriented,daily
1007,B,comfort-oriented,weekly
1008,B,comfort-oriented,weekly
1009,A,comfort-oriented,daily
1010,A,comfort-oriented,daily
1011,A,comfort-oriented,daily
1012,B,comfort-oriented,daily
1013,B,comfort-oriented,weekly
1014,A,neutral,daily
1015,B,comfort-oriented,daily
1016,B,efficiency-oriented,daily
1017,A,neutral,daily
1018,B,neutral,weekly
1019,B,comfort-oriented,weekly
1020,A,efficiency-oriented,daily
1021,B,comfort-oriented,weekly
1022,A,efficiency-oriented,daily
1023,B,efficiency-oriented,daily
1024,B,efficiency-oriented,daily
1025,B,efficiency-oriented,daily
1026,A,comfort-oriented,weekly
1027,B,efficiency-oriented,daily
1028,B,efficiency-oriented,daily
1029,A,comfort-oriented,weekly
1030,B,efficiency-oriented,daily
1031,A,efficiency-oriented,daily
1032,B,efficiency-oriented,weekly
1033,A,comfort-oriented,weekly
1034,A,efficiency-oriented,daily
1035,A,neutral,daily
1036,B,efficiency-oriented,daily
1037,A,efficiency-oriented,daily
1038,B,efficiency-oriented,daily
1039,A,comfort-oriented,daily
1040,A,efficiency-oriented,daily
1041,B,comfort-oriented,weekly
1042,B,efficiency-oriented,daily
1043,A,efficiency-oriented,weekly
1044,B,efficiency-oriented,weekly
1045,B,efficiency-oriented,daily
1046,B,efficiency-oriented,weekly
1047,A,efficiency-oriented,daily
1048,A,efficiency-oriented,weekly
1049,B,efficiency-oriented,daily
1050,A,comfort-oriented,weekly
1051,B,efficiency-oriented,weekly
1052,B,comfort-oriented,weekly
1053,B,efficiency-oriented,weekly
1054,B,comfort-oriented,weekly
1055,B,efficiency-oriented,daily
1056,A,efficiency-oriented,daily
1057,B,neutral,daily
1058,A,neutral,daily
1059,A,neutral,weekly
1060,B,comfort-oriented,daily
1061,B,efficiency-oriented,weekly
1062,B,efficiency-oriented,daily
1063,B,efficiency-oriented,rarely
1064,A,efficiency-oriented,daily
1065,A,comfort-oriented,daily
1066,B,efficiency-oriented,daily
1067,A,comfort-oriented,weekly
1068,A,comfort-oriented,weekly
1069,A,efficiency-oriented,daily
1070,A,efficiency-oriented,daily
1071,A,comfort-oriented,daily
1072,A,comfort-oriented,daily
1073,A,efficiency-oriented,daily
1074,A,efficiency-oriented,daily
1075,B,neutral,daily
1076,A,neutral,rarely
1077,A,comfort-oriented,daily
1078,B,efficiency-oriented,weekly
1079,A,comfort-oriented,daily
1080,B,efficiency-oriented,weekly
1081,B,comfort-oriented,daily
1082,A,efficiency-oriented,daily
1083,A,efficiency-oriented,weekly
1084,B,efficiency-oriented,weekly
1085,B,comfort-oriented,rarely
1086,A,efficiency-oriented,weekly
1087,B,comfort-oriented,daily
1088,A,efficiency-oriented,daily
1089,B,efficiency-oriented,weekly
1090,A,comfort-oriented,daily
1091,B,efficiency-oriented,weekly
1092,B,neutral,weekly
1093,B,efficiency-oriented,daily
1094,B,efficiency-oriented,rarely
1095,A,comfort-oriented,weekly
1096,A,neutral,weekly
1097,A,neutral,daily
1098,A,efficiency-oriented,daily
1099,B,efficiency-oriented,rarely
1100,A,comfort-oriented,daily
1101,A,comfort-oriented,daily
1102,B,comfort-oriented,daily
1103,B,efficiency-oriented,daily
1104,B,comfort-oriented,daily
1105,B,comfort-oriented,weekly
1106,A,neutral,daily
1107,A,efficiency-oriented,weekly
1108,B,efficiency-oriented,daily
1109,B,efficiency-oriented,weekly
1110,A,efficiency-oriented,daily
1111,B,efficiency-oriented,daily
1112,A,efficiency-oriented,daily
1113,A,efficiency-oriented,rarely
1114,B,efficiency-oriented,daily
1115,B,efficiency-oriented,rarely
1116,B,efficiency-oriented,rarely
1117,A,efficiency-oriented,rarely
1118,B,efficiency-oriented,weekly
1119,A,efficiency-oriented,rarely
1120,A,efficiency-oriented,daily
1121,B,comfort-oriented,weekly
1122,B,efficiency-oriented,daily
1123,B,comfort-oriented,daily
1124,B,comfort-oriented,weekly
1125,B,comfort-oriented,daily
1126,B,efficiency-oriented,daily
1127,A,efficiency-oriented,daily
1128,A,efficiency-oriented,daily
1129,A,comfort-oriented,weekly
1130,A,neutral,daily
1131,B,efficiency-oriented,daily
1132,A,comfort-oriented,rarely
1133,A,comfort-oriented,daily
1134,A,comfort-oriented,weekly
1135,B,comfort-oriented,daily
1136,A,efficiency-oriented,weekly
1137,B,comfort-oriented,rarely
1138,A,efficiency-oriented,weekly
1139,A,comfort-oriented,daily
1140,B,efficiency-oriented,weekly
1141,B,efficiency-oriented,daily
1142,A,comfort-oriented,daily
1143,B,comfort-oriented,weekly
1144,B,efficiency-oriented,daily
1145,A,efficiency-oriented,weekly
1146,B,efficiency-oriented,daily
1147,B,efficiency-oriented,weekly
1148,B,comfort-oriented,daily
1149,B,efficiency-oriented,daily
1150,B,comfort-oriented,weekly
1151,B,comfort-oriented,weekly
1152,B,efficiency-oriented,rarely
1153,B,efficiency-oriented,rarely
1154,B,efficiency-oriented,weekly
1155,B,efficiency-oriented,daily
1156,B,efficiency-oriented,daily
1157,A,efficiency-oriented,daily
1158,B,efficiency-oriented,daily
1159,B,comfort-oriented,daily
1160,A,comfort-oriented,weekly
1161,B,efficiency-oriented,daily
1162,A,efficiency-oriented,rarely
1163,A,comfort-oriented,daily
1164,B,comfort-oriented,weekly
1165,A,efficiency-oriented,weekly
1166,B,efficiency-oriented,daily
1167,B,efficiency-oriented,daily
1168,B,comfort-oriented,daily
1169,A,efficiency-oriented,daily
1170,A,neutral,weekly
1171,B,efficiency-oriented,daily
1172,B,neutral,daily
1173,B,comfort-oriented,daily
1174,A,comfort-oriented,daily
1175,B,efficiency-oriented,daily
1176,B,efficiency-oriented,daily
1177,B,efficiency-oriented,daily
1178,A,efficiency-oriented,daily
1179,B,comfort-oriented,daily
1180,B,comfort-oriented,weekly
1181,B,comfort-oriented,daily
1182,A,comfort-oriented,daily
1183,B,efficiency-oriented,daily
1184,B,comfort-oriented,weekly
1185,A,efficiency-oriented,daily
1186,B,comfort-oriented,rarely
1187,B,efficiency-oriented,rarely
1188,A,efficiency-oriented,daily
1189,A,efficiency-oriented,weekly
1190,B,comfort-oriented,daily
1191,A,comfort-oriented,daily
1192,B,efficiency-oriented,daily
1193,A,comfort-oriented,weekly
1194,B,efficiency-oriented,daily
1195,A,efficiency-oriented,daily
1196,B,comfort-oriented,daily
1197,B,comfort-oriented,daily
1198,B,efficiency-oriented,daily
1199,B,comfort-oriented,daily
1200,A,comfort-oriented,rarely
1201,B,efficiency-oriented,weekly
1202,A,efficiency-oriented,daily
1203,A,efficiency-oriented,rarely
1204,A,comfort-oriented,weekly
1205,A,comfort-oriented,daily
1206,B,neutral,daily
1207,B,comfort-oriented,daily
1208,A,efficiency-oriented,weekly
1209,A,neutral,daily
1210,B,efficiency-oriented,weekly
1211,A,comfort-oriented,daily
1212,A,efficiency-oriented,daily
1213,A,comfort-oriented,daily
1214,B,comfort-oriented,daily
1215,B,efficiency-oriented,weekly
1216,A,comfort-oriented,rarely
1217,A,comfort-oriented,rarely
1218,B,efficiency-oriented,weekly
1219,B,comfort-oriented,daily
1220,A,efficiency-oriented,daily
1221,B,neutral,daily
1222,A,neutral,daily
1223,A,efficiency-oriented,weekly
1224,B,efficiency-oriented,daily
1225,A,efficiency-oriented,rarely
1226,B,comfort-oriented,daily
1227,A,comfort-oriented,daily
1228,A,efficiency-oriented,rarely
1229,B,efficiency-oriented,daily
1230,A,efficiency-oriented,weekly
1231,B,efficiency-oriented,daily
1232,A,comfort-oriented,rarely
1233,A,comfort-oriented,weekly
1234,A,efficiency-oriented,weekly
1235,B,comfort-oriented,daily
1236,A,efficiency-oriented,daily
1237,B,efficiency-oriented,daily
1238,A,efficiency-oriented,daily
1239,B,neutral,daily
1240,A,comfort-oriented,daily
1241,B,efficiency-oriented,daily
1242,B,comfort-oriented,daily
1243,B,comfort-oriented,daily
1244,B,efficiency-oriented,weekly
1245,B,efficiency-oriented,daily
1246,B,efficiency-oriented,daily
1247,A,efficiency-oriented,daily
1248,A,efficiency-oriented,weekly
1249,B,comfort-oriented,daily
1250,B,efficiency-oriented,daily
1251,B,comfort-oriented,rarely
1252,A,efficiency-oriented,daily
1253,A,comfort-oriented,weekly
1254,A,efficiency-oriented,weekly
1255,B,neutral,daily
1256,A,efficiency-oriented,daily
1257,A,efficiency-oriented,rarely
1258,A,comfort-oriented,weekly
1259,A,efficiency-oriented,weekly
1260,B,efficiency-oriented,daily
1261,A,comfort-oriented,daily
1262,B,comfort-oriented,rarely
1263,A,comfort-oriented,daily
1264,A,efficiency-oriented,daily
1265,A,efficiency-oriented,daily
1266,A,comfort-oriented,weekly
1267,A,efficiency-oriented,daily
1268,A,efficiency-oriented,daily
1269,B,efficiency-oriented,weekly
1270,A,comfort-oriented,weekly
1271,B,comfort-oriented,daily
1272,B,comfort-oriented,daily
1273,B,efficiency-oriented,daily
1274,A,efficiency-oriented,rarely
1275,A,efficiency-oriented,daily
1276,A,comfort-oriented,daily
1277,A,efficiency-oriented,daily
1278,B,comfort-oriented,rarely
1279,A,efficiency-oriented,rarely
1280,A,comfort-oriented,daily
1281,B,neutral,weekly
1282,B,comfort-oriented,daily
1283,B,efficiency-oriented,daily
1284,A,efficiency-oriented,daily
1285,A,comfort-oriented,daily
1286,B,comfort-oriented,daily
1287,A,efficiency-oriented,daily
1288,A,efficiency-oriented,daily
1289,A,efficiency-oriented,daily
1290,A,comfort-oriented,daily
1291,A,neutral,daily
1292,A,comfort-oriented,weekly
1293,B,efficiency-oriented,rarely
1294,B,efficiency-oriented,weekly
1295,B,efficiency-oriented,weekly
1296,A,efficiency-oriented,weekly
1297,A,neutral,daily
1298,A,efficiency-oriented,daily
1299,B,neutral,daily
1300,B,comfort-oriented,daily
1301,A,comfort-oriented,daily
1302,B,efficiency-oriented,weekly
1303,A,comfort-oriented,daily
1304,B,efficiency-oriented,daily
1305,B,neutral,daily
1306,B,comfort-oriented,weekly
1307,B,efficiency-oriented,daily
1308,B,comfort-oriented,daily
1309,A,comfort-oriented,weekly
1310,B,comfort-oriented,weekly
1311,A,efficiency-oriented,daily
1312,B,efficiency-oriented,daily
1313,B,comfort-oriented,weekly
1314,B,comfort-oriented,rarely
1315,A,efficiency-oriented,daily
1316,B,efficiency-oriented,daily
1317,B,efficiency-oriented,weekly
1318,B,efficiency-oriented,daily
1319,A,efficiency-oriented,daily
1320,A,efficiency-oriented,daily
1321,A,comfort-oriented,rarely
1322,A,comfort-oriented,rarely
1323,B,efficiency-oriented,rarely
1324,A,neutral,daily
1325,B,comfort-oriented,daily
1326,A,efficiency-oriented,daily
1327,A,efficiency-oriented,daily
1328,B,efficiency-oriented,daily
1329,B,comfort-oriented,rarely
1330,A,comfort-oriented,weekly
1331,B,efficiency-oriented,weekly
1332,B,efficiency-oriented,daily
1333,A,efficiency-oriented,daily
1334,B,efficiency-oriented,weekly
1335,B,comfort-oriented,weekly
1336,B,neutral,daily
1337,A,efficiency-oriented,daily
1338,B,neutral,weekly
1339,A,efficiency-oriented,daily
1340,A,comfort-oriented,rarely
1341,A,efficiency-oriented,daily
1342,A,efficiency-oriented,weekly
1343,B,efficiency-oriented,weekly
1344,B,comfort-oriented,daily
1345,B,efficiency-oriented,weekly
1346,A,comfort-oriented,daily
1347,A,efficiency-oriented,rarely
1348,A,efficiency-oriented,daily
1349,B,neutral,daily
1350,A,efficiency-oriented,weekly
1351,B,comfort-oriented,daily
1352,B,comfort-oriented,weekly
1353,A,efficiency-oriented,daily
1354,B,efficiency-oriented,daily
1355,A,efficiency-oriented,rarely
1356,B,efficiency-oriented,daily
1357,B,comfort-oriented,daily
1358,A,efficiency-oriented,daily
1359,A,efficiency-oriented,daily
1360,B,efficiency-oriented,daily
1361,B,comfort-oriented,daily
1362,A,neutral,daily
1363,B,efficiency-oriented,daily
1364,B,efficiency-oriented,daily
1365,B,efficiency-oriented,daily
1366,A,comfort-oriented,daily
1367,B,comfort-oriented,weekly
1368,B,efficiency-oriented,daily
1369,A,efficiency-oriented,weekly
1370,A,neutral,daily
1371,B,neutral,daily
1372,A,efficiency-oriented,weekly
1373,B,comfort-oriented,daily
1374,A,comfort-oriented,rarely
1375,A,efficiency-oriented,rarely
1376,B,comfort-oriented,daily
1377,A,comfort-oriented,daily
1378,B,comfort-oriented,weekly
1379,A,efficiency-oriented,daily
1380,B,efficiency-oriented,weekly
1381,A,comfort-oriented,weekly
1382,A,efficiency-oriented,daily
1383,B,efficiency-oriented,daily
1384,A,efficiency-oriented,weekly
1385,B,efficiency-oriented,daily
1386,A,comfort-oriented,daily
1387,B,efficiency-oriented,daily
1388,A,comfort-oriented,weekly
1389,B,efficiency-oriented,daily
1390,A,efficiency-oriented,weekly
1391,A,comfort-oriented,daily
1392,A,neutral,daily
1393,A,comfort-oriented,daily
1394,B,efficiency-oriented,daily
1395,A,efficiency-oriented,weekly
1396,B,efficiency-oriented,daily
1397,A,efficiency-oriented,daily
1398,A,comfort-oriented,daily
1399,B,efficiency-oriented,weekly
1400,B,comfort-oriented,daily
1401,A,efficiency-oriented,weekly
1402,A,efficiency-oriented,daily
1403,A,comfort-oriented,weekly
1404,B,neutral,daily
1405,B,efficiency-oriented,daily
1406,A,comfort-oriented,daily
1407,B,comfort-oriented,daily
1408,B,efficiency-oriented,daily
1409,B,comfort-oriented,daily
1410,B,efficiency-oriented,daily
1411,A,comfort-oriented,daily
1412,A,efficiency-oriented,weekly
1413,A,efficiency-oriented,daily
1414,A,comfort-oriented,daily
1415,B,comfort-oriented,daily
1416,B,comfort-oriented,daily
1417,A,comfort-oriented,rarely
1418,A,efficiency-oriented,daily
1419,A,efficiency-oriented,daily
1420,B,neutral,weekly
1421,A,comfort-oriented,daily
1422,B,efficiency-oriented,daily
1423,A,efficiency-oriented,rarely
1424,A,comfort-oriented,daily
1425,B,efficiency-oriented,daily
1426,B,comfort-oriented,daily
1427,A,efficiency-oriented,daily
1428,B,comfort-oriented,rarely
1429,B,comfort-oriented,daily
1430,B,comfort-oriented,daily
1431,A,efficiency-oriented,weekly
1432,B,efficiency-oriented,weekly
1433,A,comfort-oriented,weekly
1434,B,neutral,daily
1435,A,efficiency-oriented,weekly
1436,A,efficiency-oriented,daily
1437,A,efficiency-oriented,daily
1438,B,comfort-oriented,weekly
1439,A,efficiency-oriented,daily
1440,B,comfort-oriented,daily
1441,B,efficiency-oriented,daily
1442,A,efficiency-oriented,rarely
1443,B,comfort-oriented,weekly
1444,A,efficiency-oriented,daily
1445,B,efficiency-oriented,daily
1446,A,efficiency-oriented,daily
1447,B,comfort-oriented,daily
1448,B,comfort-oriented,rarely
1449,B,comfort-oriented,daily
1450,B,efficiency-oriented,daily
1451,A,efficiency-oriented,daily
1452,B,efficiency-oriented,daily
1453,B,comfort-oriented,daily
1454,B,comfort-oriented,daily
1455,A,efficiency-oriented,daily
1456,B,comfort-oriented,weekly
1457,B,efficiency-oriented,daily
1458,B,comfort-oriented,daily
1459,A,neutral,daily
1460,B,comfort-oriented,weekly
1461,A,efficiency-oriented,daily
1462,B,efficiency-oriented,weekly
1463,A,efficiency-oriented,daily
1464,B,comfort-oriented,daily
1465,B,efficiency-oriented,daily
1466,A,neutral,weekly
1467,B,comfort-oriented,daily
1468,A,comfort-oriented,rarely
1469,B,efficiency-oriented,daily
1470,B,comfort-oriented,daily
1471,B,efficiency-oriented,weekly
1472,B,comfort-oriented,rarely
1473,B,efficiency-oriented,daily
1474,A,neutral,weekly
1475,A,neutral,weekly
1476,B,comfort-oriented,daily
1477,B,comfort-oriented,weekly
1478,B,comfort-oriented,daily
1479,B,comfort-oriented,daily
1480,A,neutral,rarely
1481,B,comfort-oriented,daily
